ID,NOMBRE,PROVINCIA,TIPO,ELEV,LAT,LONG,FECHA_INI,FECHA_FIN,OPERADA,LATDD,LONDD,STATUS,URL,UTM_X,UTM_Y,x,y
152-005,Rio Congo,Darién,Tipo C Convencional,5,"8° 24' 00""","78° 22' 00""","1/2/1977, 7:00 PM", ,E.T.E.S.A.,8.4,-78.3666666667, ,http://www.hidromet.com.pa/red_nacional.php,789999.7264,929492.952,789999.7264,929492.9519999996
152-006,Santa Fe,Darién,Tipo A Automática,36,"8° 39' 35""","78° 09' 44""",, ,E.T.E.S.A.,8.65972222222,-78.1622222222, ,http://www.hidromet.com.pa/red_nacional.php,812320.2262,958397.6066,812320.2262000004,958397.6065999996
154-016,Quebrada Felix,Darién,Tipo C Convencional,15,"8° 24' 00""","77° 45' 00""","1/6/1974, 7:00 PM",1/4/1979,E.T.E.S.A.,8.4,-77.75, ,http://www.hidromet.com.pa/red_nacional.php,857974.6494,930003.241900001,857974.6494000005,930003.2419000007
154-017,Lajas Blancas,Darién,Tipo C Convencional,10,"8° 24' 00""","77° 47' 00""","1/10/1979, 7:00 PM",1/3/2000,E.T.E.S.A.,8.4,-77.7833333333, ,http://www.hidromet.com.pa/red_nacional.php,854299.374,929972.910800001,854299.3739999998,929972.9108000007
154-018,Meteti,Darién,Tipo B Convencional,10,"8° 30' 00""","77° 59' 00""","1/9/1980, 7:00 PM",1/10/1997,E.T.E.S.A.,8.5,-77.9833333333, ,http://www.hidromet.com.pa/red_nacional.php,832164.3823,940867.700999999,832164.3822999997,940867.7009999994
154-019,Zapallal,Darién,Tipo B Convencional,20,"9° 00' 00""","77° 58' 00""","1/9/1988, 7:00 PM",1/4/1990,E.T.E.S.A.,9,-77.9666666667, ,http://www.hidromet.com.pa/red_nacional.php,833554.9794,996234.3792,833554.9793999996,996234.3792000003
154-020,Yaviza,Darién,Tipo C Mixta,10,"8° 09' 52""","77° 41' 37""","11/5/1997, 7:00 PM", ,E.T.E.S.A.,8.16444444444,-77.6936111111, ,http://www.hidromet.com.pa/red_nacional.php,864409.3254,903971.9793,864409.3254000004,903971.9792999998
156-001,Boca de Cupe 1,Darién,Tipo B Convencional,50,"8° 03' 00""","77° 34' 00""","1/2/1961, 7:00 PM",1/12/1998,E.T.E.S.A.,8.05,-77.5666666667, ,http://www.hidromet.com.pa/red_nacional.php,878523.474,891415.045399999,878523.4740000004,891415.0453999992
156-002,El Real,Darién,Tipo A Convencional,10,"8° 08' 00""","77° 45' 00""","1/2/1973, 7:00 PM",1/11/1983,E.T.E.S.A.,8.13333333333,-77.75, ,http://www.hidromet.com.pa/red_nacional.php,858215.7229,900476.612299999,858215.7229000004,900476.6122999992
156-003,Paya,Darién,Tipo C Convencional,500,"7° 59' 00""","77° 17' 00""","1/4/1977, 7:00 PM",1/3/2000,E.T.E.S.A.,7.98333333333,-77.2833333333, ,http://www.hidromet.com.pa/red_nacional.php,909868.5693,884303.570599999,909868.5692999996,884303.5705999993
156-004,Boca de Cupe 2,Darién,Tipo A Automática,0,"8° 01' 58""","77° 35' 07""","11/30/2007, 7:00 PM", ,E.T.E.S.A.,8.03277777778,-77.5852777778, ,http://www.hidromet.com.pa/red_nacional.php,876485.1683,889490.6107,876485.1683,889490.6107000001
158-001,Tucuti,Darién,Tipo C Convencional,30,"7° 58' 00""","77° 55' 00""","1/3/1973, 7:00 PM",1/3/2000,E.T.E.S.A.,7.96666666667,-77.9166666667, ,http://www.hidromet.com.pa/red_nacional.php,839967.2534,881881.546700001,839967.2533999998,881881.5467000008
158-002,Manene,Darién,Tipo C Convencional,90,"7° 41' 00""","77° 50' 00""","1/5/1975, 7:00 PM",1/3/2000,E.T.E.S.A.,7.68333333333,-77.8333333333, ,http://www.hidromet.com.pa/red_nacional.php,849400.7926,850582.032500001,849400.7926000003,850582.0325000007
158-003,Camoganti,Darién,Tipo C Convencional,100,"8° 05' 00""","77° 54' 00""","1/3/1977, 7:00 PM", ,E.T.E.S.A.,8.08333333333,-77.9, ,http://www.hidromet.com.pa/red_nacional.php,841708.9907,894811.2982,841708.9907,894811.2982000001
160-001,La Palma,Darién,Tipo C Convencional,10,"8° 25' 00""","78° 07' 00""","12/31/1920, 7:00 PM",1/3/2000,E.T.E.S.A.,8.41666666667,-78.1166666667, ,http://www.hidromet.com.pa/red_nacional.php,817539.2029,931531.692299999,817539.2028999999,931531.6922999993
160-002,Taimati,Darién,Tipo C Convencional,5,"8° 10' 00""","78° 14' 20""","1/2/1973, 7:00 PM", ,E.T.E.S.A.,8.16666666667,-78.2388888889, ,http://www.hidromet.com.pa/red_nacional.php,804261.1406,903765.2159,804261.1405999996,903765.2159000002
162-001,Garachine,Darién,Tipo B Convencional,10,"8° 05' 00""","78° 22' 00""","1/6/1923, 7:00 PM", ,E.T.E.S.A.,8.08333333333,-78.3666666667, ,http://www.hidromet.com.pa/red_nacional.php,790230.7751,894448.822699999,790230.7751000002,894448.8226999994
162-002,Boca de Sabalo,Darién,Tipo C Convencional,15,"8° 02' 00""","78° 15' 00""","1/1/1973, 7:00 PM",1/6/1999,E.T.E.S.A.,8.03333333333,-78.25, ,http://www.hidromet.com.pa/red_nacional.php,803135.7134,889000.1313,803135.7133999998,889000.1313000005
162-003,Boca de Trampa,Darién,Tipo C Convencional,100,"7° 56' 00""","78° 08' 00""","1/4/1977, 7:00 PM", ,E.T.E.S.A.,7.93333333333,-78.1333333333, ,http://www.hidromet.com.pa/red_nacional.php,816083.1729,878019.8112,816083.1728999997,878019.8112000003
164-001,Jaque,Darién,Tipo C Mixta,10,"7° 30' 55""","78° 09' 53""","1/1/1973, 7:00 PM", ,E.T.E.S.A.,7.51527777778,-78.1647222222, ,http://www.hidromet.com.pa/red_nacional.php,812927.4407,831724.956,812927.4407000002,831724.9560000002
164-002,Puerto Pina,Darién,Tipo C Convencional,10,"7° 36' 00""","78° 11' 00""","1/5/1992, 7:00 PM",1/12/1998,E.T.E.S.A.,7.6,-78.1833333333, ,http://www.hidromet.com.pa/red_nacional.php,810811.0525,841088.671800001,810811.0525000002,841088.6718000006
89-001,Arenal,Bocas del Toro,Tipo C Convencional,20,"9° 28' 00""","82° 40' 00""","1/10/1988, 7:00 PM",1/11/1988,Costa Rica,9.46666666667,-82.6666666667, , ,317026.2597,1046884.0036,317026.2597000003,1046884.0035999995
91-001,Seiyic,Bocas del Toro,Tipo A Mixta,80,"9° 23' 00""","82° 40' 00""","1/3/1960, 7:00 PM", ,E.T.E.S.A.,9.38333333333,-82.6666666667, ,http://www.hidromet.com.pa/red_nacional.php,316982.3419,1037666.9706,316982.34190000035,1037666.9705999997
91-002,Corriente Grande,Bocas del Toro,Tipo C Convencional,50,"9° 25' 00""","82° 35' 00""","1/3/1960, 7:00 PM",1/8/1964,E.T.E.S.A.,9.41666666667,-82.5833333333, ,http://www.hidromet.com.pa/red_nacional.php,326152.148,1041311.2978,326152.14800000004,1041311.2978000008
91-009,Changuinola 1,Bocas del Toro,Tipo C Convencional,10,"9° 29' 00""","82° 29' 00""","12/31/1908, 7:00 PM",1/4/1981,E.T.E.S.A.,9.48333333333,-82.4833333333, ,http://www.hidromet.com.pa/red_nacional.php,337165.7762,1048636.2176,337165.7762000002,1048636.2175999992
91-012,Quebrada Gavilan,Bocas del Toro,Tipo C Convencional,50,"9° 16' 00""","82° 30' 00""","1/10/1970, 7:00 PM",1/11/1991,E.T.E.S.A.,9.26666666667,-82.5, ,http://www.hidromet.com.pa/red_nacional.php,335233.5687,1024681.6818,335233.5686999997,1024681.6818000004
91-023,Rio Teribe,Bocas del Toro,Tipo C Convencional,20,"9° 23' 00""","82° 33' 00""","1/11/1972, 7:00 PM",30/09/2005,E.T.E.S.A.,9.38333333333,-82.55, ,http://www.hidromet.com.pa/red_nacional.php,329796.6699,1037608.3085,329796.6699000001,1037608.3084999993
91-024,Puerto Palenque,Bocas del Toro,Tipo C Convencional,180,"9° 23' 00""","82° 44' 00""","1/6/1973, 7:00 PM",1/9/1979,E.T.E.S.A.,9.38333333333,-82.7333333333, ,http://www.hidromet.com.pa/red_nacional.php,309659.5471,1037702.405,309659.5471000001,1037702.4049999993
91-025,Quebrada Huaca,Bocas del Toro,Tipo C Convencional,140,"9° 11' 00""","82° 30' 00""","1/11/1977, 7:00 PM",1/6/1981,E.T.E.S.A.,9.18333333333,-82.5, ,http://www.hidromet.com.pa/red_nacional.php,335194.8796,1015465.4511,335194.87959999964,1015465.4510999992
91-026,Changuinola Sur,Bocas del Toro,Tipo A Mixta,400,"8° 57' 37""","82° 25' 29""","1/2/1979, 7:00 PM", ,E.T.E.S.A.,8.96027777778,-82.4247222222, ,http://www.hidromet.com.pa/red_nacional.php,343370.5921,990763.954600001,343370.5921,990763.9546000008
91-027,Changuinola Sierra,Bocas del Toro,Tipo C Automática,1220,"8° 52' 00""","82° 25' 00""","1/6/1981, 7:00 PM",1/2/1994,E.T.E.S.A.,8.86666666667,-82.4166666667, ,http://www.hidromet.com.pa/red_nacional.php,344216.699,980408.165200001,344216.699,980408.1652000006
91-028,Teribe 2,Bocas del Toro,Tipo C Convencional,330,"9° 19' 00""","82° 48' 00""","1/6/1982, 7:00 PM",1/2/1986,E.T.E.S.A.,9.31666666667,-82.8, ,http://www.hidromet.com.pa/red_nacional.php,302298.8567,1030365.138,302298.85670000035,1030365.1380000003
91-029,Changuinola 2,Bocas del Toro,Tipo C Automática,1800,"8° 57' 00""","82° 41' 00""","1/4/1983, 7:00 PM", ,E.T.E.S.A.,8.95,-82.6833333333, ,http://www.hidromet.com.pa/red_nacional.php,314927.2772,989747.368899999,314927.27720000036,989747.3688999992
91-030,El Silencio,Bocas del Toro,Tipo C Convencional,20,"9° 21' 00""","82° 33' 00""","1/10/1988, 7:00 PM", ,E.T.E.S.A.,9.35,-82.55, ,http://www.hidromet.com.pa/red_nacional.php,329780.4342,1033921.7074,329780.4342,1033921.7073999997
91-031,Finca 42,Bocas del Toro,Tipo C Convencional,20,"9° 29' 00""","82° 39' 00""","1/10/1988, 7:00 PM",1/11/1988,Chiriqui Land Company,9.48333333333,-82.65, , ,318865.2227,1048718.6851,318865.2226999998,1048718.6851000004
91-032,Changuinola Arriba,Bocas del Toro,Tipo A Automática,152,"9° 10' 33""","82° 29' 29""","1/6/2007, 7:00 PM", ,E.T.E.S.A.,9.17583333333,-82.4913888889, ,http://www.hidromet.com.pa/red_nacional.php,336137.7428,1014632.052,336137.7428000001,1014632.0519999992
91-033,Seiyic 2,Bocas del Toro,Tipo A Automática,723,"9° 23' 18""","82° 39' 04""",, ,E.T.E.S.A.,9.38833333333,-82.6511111111, ,http://www.hidromet.com.pa/red_nacional.php,318693.5594,1038211.9195,318693.5593999997,1038211.9195000008
93-001,Chiriqui Grande,Bocas del Toro,Tipo C Convencional,100,"8° 58' 00""","82° 07' 00""","1/4/1958, 7:00 PM",1/7/1968,E.T.E.S.A.,8.96666666667,-82.1166666667, ,http://www.hidromet.com.pa/red_nacional.php,377244.0555,991353.4015,377244.0554999998,991353.4014999997
93-002,Aeropuerto De Bocas,Bocas del Toro,Tipo A Convencional,2,"9° 20' 00""","82° 15' 00""","12/31/1971, 7:00 PM", ,E.T.E.S.A.,9.33333333333,-82.25, ,http://www.hidromet.com.pa/red_nacional.php,362725.2122,1031947.798,362725.21219999995,1031947.7980000004
93-004,Almirante,Bocas del Toro,Tipo B Convencional,10,"9° 18' 00""","82° 25' 00""","12/31/1971, 7:00 PM",1/2/1981,E.T.E.S.A.,9.3,-82.4166666667, ,http://www.hidromet.com.pa/red_nacional.php,344403.7993,1028330.5215,344403.7993000001,1028330.5215000007
93-005,Rambala,Bocas del Toro,Tipo C Convencional,80,"8° 55' 00""","82° 10' 00""","1/6/1974, 7:00 PM",1/3/2000,E.T.E.S.A.,8.91666666667,-82.1666666667, ,http://www.hidromet.com.pa/red_nacional.php,371729.3078,985841.5349,371729.3077999996,985841.5349000003
93-006,Punta Robalo,Bocas del Toro,Tipo C Convencional,2,"9° 02' 00""","82° 15' 00""","1/5/1977, 7:00 PM",1/8/1992,E.T.E.S.A.,9.03333333333,-82.25, ,http://www.hidromet.com.pa/red_nacional.php,362609.6847,998772.7578,362609.6847000001,998772.7577999998
93-007,Miramar,Bocas del Toro,Tipo A Automática,23,"9° 00' 06""","82° 15' 33""",, ,E.T.E.S.A.,9.00166666667,-82.2591666667, ,http://www.hidromet.com.pa/red_nacional.php,361589.937,995274.431600001,361589.9369999999,995274.4316000007
95-001,Canquintu,Bocas del Toro,Tipo C Convencional,20,"8° 51' 00""","81° 49' 00""","1/4/1974, 7:00 PM",1/10/2000,E.T.E.S.A.,8.85,-81.8166666667, ,http://www.hidromet.com.pa/red_nacional.php,410197.3228,978367.1306,410197.3228000002,978367.1305999998
95-002,Cusapin,Bocas del Toro,Tipo C Convencional,2,"9° 11' 00""","81° 53' 00""","1/5/1977, 7:00 PM", ,E.T.E.S.A.,9.18333333333,-81.8833333333, ,http://www.hidromet.com.pa/red_nacional.php,402955.0157,1015240.4963,402955.01570000034,1015240.4963000007
95-003,Santa Catalina,Bocas del Toro,Tipo C Convencional,2,"8° 47' 00""","81° 20' 00""","1/5/1977, 7:00 PM", ,E.T.E.S.A.,8.78333333333,-81.3333333333, ,http://www.hidromet.com.pa/red_nacional.php,463340.2657,970914.537699999,463340.26570000034,970914.5376999993
95-005,Mistico Flores,Bocas del Toro,Tipo B Convencional,1500,"8° 36' 00""","81° 46' 00""","1/4/1981, 7:00 PM",1/4/1987,CODEMIN,8.6,-81.7666666667, , ,415639.6621,950714.1669,415639.6621000003,950714.1668999996
97-001,Calovebora,Veraguas,Tipo A Mixta,20,"8° 47' 15""","81° 12' 36""","1/8/1975, 7:00 PM", ,E.T.E.S.A.,8.7875,-81.21, ,http://www.hidromet.com.pa/red_nacional.php,476904.7007,971365.3697,476904.7006999999,971365.3696999997
97-002,Rio Calovebora,Bocas del Toro,Tipo C Convencional,10,"8° 45' 00""","81° 13' 00""","1/5/1977, 7:00 PM",1/2/1983,E.T.E.S.A.,8.75,-81.2166666667, ,http://www.hidromet.com.pa/red_nacional.php,476169.1232,967219.914100001,476169.12320000026,967219.9141000006
97-003,El Guabal,Veraguas,Tipo C Convencional,100,"8° 35' 00""","81° 12' 00""","1/1/1983, 7:00 PM", ,E.T.E.S.A.,8.58333333333,-81.2, ,http://www.hidromet.com.pa/red_nacional.php,477992.5831,948792.9167,477992.5831000004,948792.9167
97-004,Rio Luis,Veraguas,Tipo C Convencional,100,"8° 40' 00""","81° 15' 00""","1/3/1983, 7:00 PM", ,E.T.E.S.A.,8.66666666667,-81.25, ,http://www.hidromet.com.pa/red_nacional.php,472496.7272,958009.1434,472496.7271999996,958009.1434000004
UTPChiriqui,UTP Campus Chiriquí,Chiriquí,Desconocida,34, , ,, ,Universidad Tecnológica de Panamá,0,0, ,http://cihh.utp.ac.pa/estaciones-meteorologicas,341095.6201,931370.41,341095.62009999994,931370.4100000001
UTPGamboa,Observatorio de Hidrología Tropical en Cerro Pelado,Colón,Desconocida,176, , ,, ,Universidad Tecnológica de Panamá,0,0, ,http://cihh.utp.ac.pa/estaciones-meteorologicas,642556.9301,1008905,642556.9301000005,1008905
UTPTCM,UTP Tocumen,Panamá,Desconocida,28, , ,"12/29/1899, 6:40 PM", ,Universidad Tecnológica de Panamá,0,0,Active,http://cihh.utp.ac.pa/estaciones-meteorologicas,675283.9637,1002740.9007,675283.9637000002,1002740.9006999992
